Longitude,Latitude,Elevation
90,38,178
110,32,772
86,39,214
88,40,57
113,53,706
110,32,726
119,34,54
86,39,242
88,39,40
113,53,673
88,40,67
82,28,1
88,40,42
110,32,922
110,32,787
88,39,131
86,36,196
119,34,31
88,40,26
88,39,21
82,28,35
86,36,164
88,40,106
88,40,54
119,39,1361
119,39,1384
90,38,197
119,39,1391
88,39,88
86,36,166
119,39,1385
88,40,18
88,40,56
116,43,791
88,40,142
88,40,62
88,39,125
86,35,186
113,53,658
88,40,36
110,32,754
110,32,810
116,43,834
86,36,197
86,35,178
86,36,187
113,53,697
88,40,32
88,39,18
90,38,200
86,36,172
85,39,266
86,36,226
88,40,53
88,40,134
86,36,167
88,39,61
113,53,686
86,36,182
88,39,136
88,39,53
86,35,167
86,36,212
116,43,840
110,32,715
119,39,1500
90,38,165
90,38,133
119,34,29
86,39,273
86,39,258
90,38,199
90,38,137
119,39,1348
111,32,711
88,40,118
86,35,207
88,40,90
110,32,769
88,39,95
110,32,780
88,40,52
88,39,11
116,43,809
82,27,34
119,39,1495
88,39,22
86,39,231
88,40,34
86,35,202
119,34,36
110,32,735
88,39,39
86,36,232
88,39,35
119,34,9
89,38,161
111,32,677
89,38,166
88,39,115
110,32,890
90,38,169
90,38,211
88,39,85
82,27,2
119,34,3
86,39,234
86,39,261
116,43,811
111,32,737
119,39,1360
119,34,5
86,36,227
86,39,251
113,53,704
82,27,2
88,40,77
88,40,116
88,40,38
86,39,239
119,39,1464
90,38,160
119,39,1748
88,39,62
119,39,1423
88,39,48
110,32,706
110,32,940
119,39,1379
119,39,1345
119,39,1349
88,39,48
119,39,1394
111,32,731
88,40,155
88,40,31
90,29,35
88,39,60
88,40,166
88,40,27
119,39,1582
113,53,668
119,39,1343
82,28,30
82,27,31
110,32,775
110,32,779
110,32,737
88,39,108
110,32,786
90,38,201
111,32,670
88,40,9
111,32,709
88,39,86
119,39,1338
86,36,222
89,38,165
86,36,158
113,53,669
88,39,117
89,38,156
88,39,14
88,40,20
89,38,171
88,40,125
113,53,716
86,36,190
110,32,748
111,32,701
88,40,23
119,39,1382
88,39,126
88,40,79
116,43,782
88,39,123
119,39,1406
86,36,218
113,53,699
86,35,171
86,36,163
116,43,832
119,39,1363
90,38,124
86,35,219
116,43,831
88,40,72
86,36,252
89,30,7
110,32,751
110,32,723
86,39,243
111,32,694
86,39,216
119,39,1569
111,32,751
90,29,30
88,40,99
86,36,169
88,40,100
116,43,821
90,38,198
89,30,2
86,36,173
86,35,234
88,40,159
119,39,1386
86,35,211
86,36,176
86,36,200
86,39,270
119,39,1505
88,39,100
116,43,781
86,36,175
88,40,167
88,40,109
87,36,120
89,38,157
88,40,132
88,40,133
116,43,836
88,40,30
86,35,221
88,40,57
90,38,179
119,39,1373
88,39,76
119,39,1342
110,32,755
88,39,55
88,39,82
88,39,33
88,39,31
88,40,53
119,39,1346
90,38,136
119,39,2601
119,39,1396
119,39,1563
90,38,172
86,35,227
113,53,628
110,32,847
88,40,7
110,32,756
86,36,138
86,35,172
88,39,119
110,32,714
88,39,89
90,38,142
88,40,61
86,39,283
88,40,12
88,40,10
89,38,136
110,32,768
110,32,738
110,32,800
110,32,909
86,35,199
86,36,152
116,43,797
119,34,43
113,53,717
90,38,182
89,38,144
86,36,201
88,39,98
88,40,148
110,32,777
110,32,771
90,38,193
85,39,263
90,38,122
90,38,195
110,32,852
88,39,121
110,32,822
119,34,15
88,40,44
113,53,650
86,35,203
89,38,179
86,39,203
88,40,111
119,39,1357
88,39,135
116,43,803
88,39,56
86,35,231
86,36,123
119,34,73
88,39,134
110,32,812
110,32,744
89,38,145
86,36,220
86,36,204
88,39,40
119,39,1392
88,39,146
88,39,130
88,40,5
119,39,1472
116,43,853
119,39,1387
116,43,817
116,43,848
111,32,781
119,39,1416
88,40,115
90,30,6
111,32,679
116,43,846
110,32,698
88,39,12
88,40,40
86,35,216
88,39,25
113,53,653
82,28,37
111,32,684
111,32,712
86,35,228
82,27,46
85,39,250
110,32,795
88,39,111
82,28,29
110,32,915
88,40,172
88,40,65
119,34,48
110,32,747
88,39,122
88,40,39
116,43,780
119,34,12
90,38,189
110,32,824
119,39,1568
110,32,794
88,39,128
88,40,13
116,43,794
111,32,729
111,32,691
110,32,902
86,36,143
119,39,1479
88,40,59
110,32,828
90,38,134
88,39,103
116,43,827
88,39,42
88,39,58
116,43,810
90,29,12
88,39,138
88,39,72
88,39,155
113,53,651
88,40,168
110,32,757
88,39,104
88,40,25
111,32,715
119,39,1578
110,32,774
88,40,41
119,34,76
110,32,788
113,53,715
88,39,166
86,35,225
119,39,1378
86,36,193
110,32,799
116,43,783
116,43,843
119,34,27
88,40,43
88,39,66
90,38,217
85,39,258
86,35,223
88,39,64
119,34,22
88,39,137
88,40,15
113,53,677
89,29,3
119,39,1381
86,36,144
88,40,137
119,34,124
88,39,106
86,36,229
88,39,54
90,38,183
119,39,1403
111,32,654
116,43,770
111,32,647
111,32,734
89,38,175
82,27,36
88,39,26
86,36,136
119,34,11
88,40,31
116,43,871
113,53,624
82,27,40
87,36,167
86,35,166
119,34,20
119,34,38
86,36,147
89,38,154
88,39,101
113,53,691
119,39,1865
89,38,163
86,36,137
119,34,1
90,38,214
88,40,174
86,35,217
119,39,1426
88,40,28
88,39,41
119,34,37
88,40,175
88,39,96
86,35,245
111,32,653
88,39,91
86,36,207
86,39,275
88,40,2
86,39,268
88,40,62
88,40,11
89,38,160
88,40,171
88,40,160
88,40,23
90,30,9
88,39,78
116,43,835
88,40,15
88,39,124
86,36,189
111,32,697
113,53,652
113,53,659
86,35,244
88,40,46
86,39,217
82,28,44
111,32,675
119,39,1498
88,39,53
110,32,886
119,34,56
86,35,222
90,30,10
90,38,205
89,38,180
89,38,172
119,34,75
90,29,37
85,39,252
86,36,203
88,40,24
86,39,215
86,39,240
88,39,41
90,38,277
88,40,43
86,39,276
116,43,814
82,28,4
111,32,719
86,36,128
89,38,167
116,43,815
116,43,793
88,39,79
89,29,2
82,27,35
88,39,28
82,27,50
88,39,57
88,40,69
88,40,64
86,39,206
119,34,65
110,32,903
119,34,70
86,35,209
119,39,1557
90,29,40
88,39,116
110,31,878
110,32,954
88,40,26
85,39,261
88,39,145
90,38,215
119,34,45
110,32,866
86,36,211
88,39,107
86,35,168
90,38,127
86,39,208
110,32,770
110,32,728
111,32,770
88,40,7
88,39,142
86,39,264
119,39,1397
110,32,707
88,39,7
116,43,805
119,34,21
85,39,262
88,39,112
86,39,282
110,31,829
119,39,1544
119,34,34
119,34,63
90,29,16
110,32,842
88,40,18
88,40,19
89,29,7
88,39,71
116,43,823
86,36,180
88,39,50
119,39,1407
116,43,812
119,34,77
86,39,286
88,40,67
110,32,837
113,53,692
119,34,46
110,32,825
90,29,2
88,39,114
88,39,92
86,39,257
88,39,113
119,34,35
90,30,8
119,34,67
119,34,24
88,39,105
110,32,776
88,40,156
116,43,789
88,40,147
111,32,671
110,31,860
90,38,212
88,39,32
88,39,46
88,40,131
86,35,197
88,40,121
88,39,2
86,36,247
88,40,86
82,27,47
110,32,784
86,35,232
111,32,768
119,34,33
116,43,795
116,43,806
88,40,11
88,40,179
90,38,191
111,32,674
89,38,170
110,32,781
119,39,1552
110,32,912
110,32,716
88,40,28
111,32,649
116,43,841
86,35,163
86,36,258
86,35,210
88,40,110
88,40,141
119,39,1469
88,39,102
110,31,856
119,39,1462
86,35,187
89,38,141
86,39,213
85,39,253
85,39,256
86,35,251
110,32,832
119,39,1572
110,32,838
119,39,1546
111,32,652
113,53,722
89,38,162
86,35,198
86,36,208
110,32,702
111,32,681
119,39,1473
86,36,188
119,34,80
119,39,1491
89,38,158
119,39,1405
86,35,164
119,39,1570
113,53,655
119,39,1425
113,53,660
116,43,824
110,32,808
119,39,1440
88,39,139
111,32,683
88,40,114
119,34,42
110,32,718
119,34,55
111,32,738
88,39,59
116,43,788
110,32,983
86,36,127
88,40,13
119,39,1340
110,32,851
89,30,3
88,39,0
88,39,110
90,38,209
116,43,837
88,40,151
86,36,209
88,39,13
119,39,1415
82,27,1
86,36,198
111,32,740
88,39,34
86,35,212
110,32,963
119,39,1499
116,43,1166
120,39,1817
86,36,215
110,31,859
88,40,6
116,43,802
110,32,833
90,38,135
116,43,866
82,28,40
119,39,1408
111,32,714
113,53,654
116,43,808
88,40,2
119,39,1520
116,43,779
119,39,1431
116,43,790
90,38,213
116,43,787
88,39,52
88,40,63
90,30,7
89,38,184
89,30,5
111,32,816
113,53,683
119,39,1411
88,40,1
88,39,10
87,36,219
86,36,221
119,34,518
111,32,690
88,40,157
111,32,698
90,38,126
111,32,680
119,39,1471
110,32,1292
110,31,886
119,39,1417
90,38,219
111,32,641
88,39,1
88,40,12
86,36,240
82,28,46
89,38,178
88,40,33
88,39,54
85,39,257
88,40,4
90,38,207
85,39,234
111,32,748
88,39,140
111,32,645
110,32,836
110,32,830
88,40,138
111,32,695
110,32,914
86,35,226
88,39,83
119,39,1452
110,31,882
119,39,1419
111,32,724
110,32,834
86,36,236
88,40,3
113,53,712
88,39,51
86,35,224
86,35,239
87,36,224
119,34,25
119,34,57
87,36,125
119,39,1427
86,39,211
88,40,66
86,36,206
89,38,199
116,43,915
88,40,49
110,32,933
88,40,58
119,39,1868
119,39,1339
88,39,118
90,38,184
86,36,213
111,32,702
119,39,1576
88,40,104
86,36,205
88,39,44
88,39,84
89,29,6
120,39,1527
89,38,181
110,32,699
113,53,657
111,32,865
110,32,805
86,39,210
82,27,41
119,39,1459
119,39,1490
110,32,952
86,36,217
88,39,75
88,39,97
86,35,173
86,35,182
90,38,210
116,43,842
82,27,33
116,43,968
116,43,786
110,32,918
88,40,22
110,32,887
119,39,1488
82,28,54
86,36,199
86,36,256
111,32,785
110,32,848
119,39,1938
110,32,897
89,30,4
119,34,51
88,39,3
116,43,900
110,32,861
116,43,813
88,40,139
90,38,120
86,35,189
119,39,2503
82,28,0
119,34,49
111,32,676
86,35,235
111,32,755
86,35,165
119,39,1573
89,38,138
113,53,701
88,39,80
90,38,123
90,38,221
82,28,36
111,32,727
86,36,219
88,40,153
110,32,946
119,34,616
116,43,849
87,36,216
119,39,1497
119,39,1447
110,31,832
88,40,50
86,36,239
119,39,1507
110,32,870
119,34,39
88,39,65
110,31,854
86,36,233
111,32,914
89,30,6
110,32,713
120,39,1564
119,39,1555
113,53,705
111,32,752
86,35,242
86,36,262
85,39,260
119,34,221
119,34,626
113,53,711
111,32,799
86,36,263
113,53,688
111,32,815
85,39,259
82,27,49
111,32,696
89,38,182
111,32,769
86,36,202
85,39,239
89,38,149
116,43,778
87,36,137
87,36,200
82,27,39
119,39,1487
111,32,749
110,32,807
86,36,270
88,40,196
111,32,796
88,40,130
88,40,195
88,39,148
119,34,836
119,39,1451
119,34,52
86,36,125
113,53,721
88,40,70
110,32,1101
119,39,1580
110,32,821
119,34,281
119,39,1494
119,39,1509
113,53,735
111,31,966
86,35,169
119,39,1496
86,35,213
90,38,208
119,39,1583
119,39,1400
86,39,277
110,32,804
87,36,211
86,36,118
86,35,191
113,53,709
119,34,152
88,40,69
119,34,68
90,38,110
89,30,1
110,31,852
88,40,181
111,32,668
88,40,115
119,39,1511
119,34,44
119,39,2312
111,32,745
116,43,804
88,40,93
113,53,734
87,36,159
86,35,179
119,39,1410
113,53,724
86,36,341
110,32,710
86,36,244
111,32,826
119,34,92
119,39,1485
89,30,12
119,39,1478
88,40,176
88,39,43
110,32,976
110,32,891
116,43,862
86,39,207
88,40,85
119,39,1506
88,40,20
116,43,847
119,39,1902
111,32,718
86,39,284
86,39,278
110,32,2356
86,36,237
86,35,177
82,28,43
110,32,839
89,38,159
89,38,142
88,40,90
116,43,910
88,39,150
88,40,73
119,39,1911
88,40,71
89,38,146
110,32,874
119,39,1404
110,32,889
89,30,0
85,39,243
82,28,49
119,34,319
119,34,2
119,39,1430
110,32,881
111,32,767
113,53,698
85,39,251
87,36,174
86,35,180
113,53,622
113,53,614
119,34,79
119,34,61
88,39,8
111,32,741
86,36,223
110,32,801
89,30,1
88,40,165
86,35,230
119,34,230
119,39,1461
119,39,1484
110,32,985
86,36,260
119,39,1409
119,39,1424
111,32,713
86,39,209
113,53,710
85,39,265
111,32,704
119,39,1414
82,28,39
119,39,1526
88,40,75
110,32,783
88,40,83
119,39,1574
113,53,736
119,39,1581
119,39,1793
116,43,877
110,32,827
119,39,2272
87,36,130
113,53,707
113,53,646
119,39,1421
86,35,181
113,53,623
113,53,714
119,34,58
116,43,897
119,39,1540
111,32,825
82,27,45
88,40,145
88,39,109
111,32,750
110,32,854
88,40,170
113,53,640
110,32,841
119,39,1395
89,38,164
86,35,183
119,39,1483
111,32,866
110,32,892
119,39,1433
113,53,629
110,32,910
89,38,155
111,32,756
88,39,47
86,36,272
111,32,754
119,34,72
119,34,100
119,39,1566
110,31,888
116,43,867
110,32,855
110,32,813
90,29,5
119,39,1438
88,40,111
111,32,744
119,39,1534
111,32,643
110,32,906
88,39,55
113,53,690
116,43,870
119,39,1486
119,39,1468
113,53,713
119,34,103
119,39,1402
111,32,804
113,53,719
116,43,1162
86,36,122
110,31,857
88,40,136
119,34,201
86,36,214
88,40,154
86,36,120
110,32,846
119,39,1517
119,34,220
89,38,153
111,32,829
119,39,1564
113,53,702
86,35,188
111,32,766
90,38,119
116,43,859
86,35,194
88,40,95
90,38,216
110,32,993
90,29,18
90,38,253
110,32,888
119,39,1752
110,31,1019
111,32,776
119,39,1679
90,38,236
86,39,279
110,32,917
116,43,920
82,27,42
86,36,225
119,39,1422
119,39,1492
86,36,265
119,34,69
110,32,905
111,32,807
111,32,682
110,32,835
82,27,38
111,32,689
116,43,868
89,38,147
86,36,268
82,28,50
82,28,4
82,28,38
116,43,767
86,35,218
119,34,149
88,40,80
86,35,190
88,40,68
119,34,53
111,32,730
88,40,182
113,53,618
110,32,1020
111,32,747
116,43,855
89,38,150
110,32,884
88,40,14
85,39,235
88,40,4
90,29,29
119,39,1336
113,53,700
116,43,861
110,32,856
110,32,816
87,36,123
86,36,264
86,36,283
111,32,624
110,31,873
110,32,871
110,32,814
113,53,647
119,34,82
119,34,883
119,39,1439
119,34,99
110,32,798
119,39,1539
110,31,874
86,36,251
113,53,627
110,31,845
86,36,273
86,36,250
88,40,183
119,39,1525
110,32,919
110,32,880
116,43,2055
119,34,892
110,32,924
85,39,242
113,53,725
110,32,926
111,32,720
111,32,803
85,39,264
88,40,5
88,39,3
120,39,1522
90,38,118
87,36,217
110,32,826
85,39,231
88,40,3
119,34,285
110,32,878
90,38,279
82,28,48
88,39,170
86,35,240
86,36,255
88,40,78
86,35,205
89,38,129
86,35,159
87,36,212
110,32,961
110,31,863
88,39,144
111,32,699
113,53,694
110,32,894
119,39,1528
111,32,658
119,39,1456
88,40,204
111,32,672
86,39,205
110,32,943
111,32,706
110,32,939
120,39,1825
110,32,959
88,40,150
110,32,820
90,29,3
111,32,746
87,36,171
82,27,37
89,29,0
88,39,81
116,43,895
119,39,1432
82,28,42
86,36,121
86,35,193
87,35,258
90,30,2
119,39,1337
110,31,866
119,39,1556
89,38,151
111,32,693
110,32,929
85,39,247
110,32,831
110,32,907
86,36,119
119,39,1477
88,40,99
119,39,1558
119,34,86
111,32,703
89,29,1
110,32,957
110,32,901
110,31,881
116,43,850
116,43,1115
113,53,740
110,32,955
88,39,5
88,39,147
86,36,230
88,39,152
119,39,1523
113,53,625
119,39,1429
111,32,630
89,38,134
87,35,206
86,35,184
110,31,848
88,40,66
116,43,851
86,35,238
119,39,1554
119,34,71
119,34,413
111,32,808
119,39,2647
88,39,59
116,43,852
89,38,183
111,32,708
119,39,1533
111,32,806
119,39,1567
88,39,162
110,32,863
88,40,84
87,36,128
87,36,161
88,40,152
86,36,254
119,39,1904
119,34,165
116,43,884
82,27,44
119,34,252
110,32,931
119,39,1941
116,43,860
110,31,861
116,43,1089
119,39,1441
86,35,233
86,36,234
119,34,81
111,32,638
119,34,170
116,43,921
86,39,285
111,32,802
113,53,648
88,40,180
110,32,864
113,53,609
89,29,8
111,32,789
88,40,192
116,43,864
110,32,823
119,34,47
120,39,1711
88,39,151
110,32,840
110,32,815
110,31,903
119,34,191
110,32,859
110,32,930
119,34,701
88,40,108
90,38,267
119,39,2175
113,53,703
110,31,884
88,40,113
89,38,137
116,43,878
82,28,51
119,39,1892
110,31,926
82,28,63
111,32,721
86,36,246
86,39,288
111,32,637
88,40,102
82,27,43
116,43,872
86,39,202
116,43,918
110,32,876
110,32,1034
87,35,261
88,39,6
110,32,904
111,32,739
119,39,1527
110,32,1734
116,43,873
110,31,868
116,43,854
113,53,695
85,39,254
113,53,642
86,36,259
119,39,1586
119,39,1480
110,32,695
87,36,178
88,39,4
111,32,657
119,39,1399
90,29,26
113,53,718
90,29,20
110,32,967
111,32,728
86,35,176
119,34,934
88,40,251
88,40,194
87,36,220
90,38,233
111,32,659
119,34,74
87,36,121
110,32,694
119,39,1559
119,39,1475
89,38,139
110,32,1039
87,36,243
119,39,1390
86,36,245
119,34,196
119,34,235
86,36,228
119,39,1561
82,28,62
111,32,650
110,31,853
119,34,932
119,39,1585
119,39,1489
119,34,205
119,34,133
119,39,1437
110,32,916
111,32,742
111,32,778
110,32,947
111,32,716
86,36,235
119,39,1502
119,34,87
119,34,148
113,53,630
86,35,195
119,39,1548
90,30,11
111,32,642
88,40,210
88,40,198
86,35,175
111,32,726
111,32,801
82,28,57
86,35,250
120,39,1855
110,32,853
88,40,124
110,32,1043
111,32,763
110,32,869
88,40,1
116,43,774
89,29,15
90,38,218
120,39,1818
82,28,47
86,35,162
88,39,6
89,38,148
88,39,5
82,27,51
119,34,166
110,32,960
111,32,669
88,39,58
113,53,633
110,32,1050
119,34,129
88,40,177
87,36,175
119,34,444
87,36,186
113,53,733
88,40,0
82,28,59
111,32,780
86,39,201
111,32,792
87,36,177
119,39,1897
88,40,117
88,40,74
111,32,656
119,39,1450
87,36,170
89,38,133
119,34,299
119,39,1535
119,39,1542
87,35,259
113,53,621
90,38,286
111,32,761
116,43,769
111,32,757
90,38,242
110,32,1025
88,39,2
88,39,153
119,39,1560
119,34,287
86,35,241
87,36,228
119,34,177
85,39,267
82,28,61
110,32,2572
119,39,1504
119,34,145
119,34,158
73,42,196
119,34,84
86,39,281
85,39,241
111,32,758
111,32,809
111,32,864
86,35,170
119,34,32
119,39,1467
111,32,765
110,31,877
86,36,266
119,39,1669
88,40,173
111,32,732
86,35,253
119,39,1606
110,32,969
116,43,856
88,40,119
119,34,161
88,40,87
120,39,1821
86,39,289
113,53,619
119,39,1466
88,40,207
110,32,819
119,39,1562
119,34,128
87,36,225
89,38,143
119,39,1536
111,32,858
86,35,248
113,53,620
116,43,775
86,36,277
111,32,686
110,32,893
110,32,990
111,32,707
119,34,89
88,40,189
110,32,862
119,39,1611
86,35,243
120,39,1894
111,32,723
119,39,1584
116,43,875
119,34,111
86,35,161
89,38,187
88,40,112
119,39,1398
119,34,108
119,34,864
89,38,135
88,40,191
111,32,662
116,43,857
90,38,239
110,32,882
116,43,1148
88,40,197
88,40,81
86,36,124
110,32,867
116,43,765
86,36,249
90,38,254
119,39,1510
110,32,2536
110,31,825
90,38,270
87,36,134
87,36,234
110,32,1001
87,36,190
89,38,140
111,32,784
111,32,834
119,39,1524
113,53,626
111,32,722
110,31,1016
119,39,1804
111,32,777
88,40,211
116,43,865
119,34,106
111,32,787
111,32,622
113,53,649
90,29,6
88,40,76
119,34,159
